RUT_CLIENTE;RAZON_SOCIAL;TELEFONO;DIRECCION;COMUNA;CIUDAD;EMAIL;INFO;MONTO_CREDITO;CLASIFICACION;ZONA;ID_TIPO_CLIENTE;CONDICION_DE_VENTA;GIRO;ID_ACTIVIDAD_COMERCIAL;RUT_CLIENTE_PADRE
76410610-5;SKC MAQUINARIAS S.A.;2228373301;AV. ADUARDO FREI MONTALVA 15.800;LAMPA;SANTIAGO;CONTACTO@SKCMAQUINARIAS.CL;COMERCIALIZACION, ARRENDAMIENTO Y PRETACION DE SERVICIOS DE MAQUINARIAS, EQUIPOS, INSUMOS;1;COMERCIALIZACION, ARRENDAMIENTO Y PRETACION DE SERVICIOS DE MAQUINARIAS, EQUIPOS, INSUMOS;METROPOLITANA;2;1;COMERCIALIZACION, ARRENDAMIENTO Y PRETACION DE SERVICIOS DE MAQUINARIAS, EQUIPOS, INSUMOS;5;
89906900-5;SMC PNEUMATICS CHILE S.A.;2222708600;AV. LA MONTA¥A 1115, PARQUE INDUSTRIAL VALLE GRANDE, PANAMERICANA NORTE KM 16 1/2;LAMPA;SANTIAGO;GERENCIA@SMCCHILE.CL;IMPORTACION, EXPORTACION Y DISTRIBUCION DE ELEMENTOS PARA LA AUTOMATIZACION INDUSTRIAL;1;IMPORTACION, EXPORTACION Y DISTRIBUCION DE ELEMENTOS PARA LA AUTOMATIZACION INDUSTRIAL;METROPOLITANA;2;1;IMPORTACION, EXPORTACION Y DISTRIBUCION DE ELEMENTOS PARA LA AUTOMATIZACION INDUSTRIAL;5;
91502000-3;SALINAS Y FABRES S.S;2228109000;AV. GENERAL RONDIZZONI 2130;SANTIAGO;SANTIAGO;SALFA@SALFA.CL;IMPORTACIONES, SERVICIOS, VENTA DE CAMIONES, MAQUINARIA Y VEHICULOS;1;IMPORTACIONES, SERVICIOS, VENTA DE CAMIONES, MAQUINARIA Y VEHICULOS;METROPOLITANA;2;1;IMPORTACIONES, SERVICIOS, VENTA DE CAMIONES, MAQUINARIA Y VEHICULOS;5;
79603770-9;SERVICOMP LTDA. - SCHULZ AIR COMPRESSORS CHILE;2228894700;AV. DEPARTAMENTAL 01595;LA FLORIDA;SANTIAGO;VENTAS@SERVICOMP.CL;SERVICIOS INDUSTRIALES, VENTA DE MAQUINARIA, MOTORES Y REPUESTOS;1;SERVICIOS INDUSTRIALES, VENTA DE MAQUINARIA, MOTORES Y REPUESTOS;METROPOLITANA;2;1;SERVICIOS INDUSTRIALES, VENTA DE MAQUINARIA, MOTORES Y REPUESTOS;5;
77008580-2;TECNA MAQ;2227829200;AV. JOSE PEDRO ALESSANDRI 987;¥U¥OA;SANTIAGO;TECNAMAQ@LANZCO.CL;VENTA, SERVICIOS Y REPUESTOS DE MOTORES, GRUPOS GENERADORES Y MAQUINARIA PARA LA CONSTRUCCION;1;VENTA, SERVICIOS Y REPUESTOS DE MOTORES, GRUPOS GENERADORES Y MAQUINARIA PARA LA CONSTRUCCION;METROPOLITANA;2;1;VENTA, SERVICIOS Y REPUESTOS DE MOTORES, GRUPOS GENERADORES Y MAQUINARIA PARA LA CONSTRUCCION;5;
78185690-8;TECSIS LTDA.;2224108520;AV. ALCALDE EDUARDO CASTILLO VELASCO 1520;¥U¥OA;SANTIAGO;COMERCIAL@TECSIS.CL;IMPORTACIONES Y REPRESENTACIONES TECNICAS;1;IMPORTACIONES Y REPRESENTACIONES TECNICAS;METROPOLITANA;2;1;IMPORTACIONES Y REPRESENTACIONES TECNICAS;5;
79675190-8;WACKER NEUSON LTDA.;2227536700;EL ROSAL 5000;HUECHURABA;SANTIAGO;VENTAS@WACKERNEUSON.COM;IMPORTADORES DE MAQUINARIAS, REPUESTOS PARA LA CONSTRUCCION;1;IMPORTADORES DE MAQUINARIAS, REPUESTOS PARA LA CONSTRUCCION;METROPOLITANA;2;1;IMPORTADORES DE MAQUINARIAS, REPUESTOS PARA LA CONSTRUCCION;5;
92190000-7;ACMA S.A.;2223506600;MARURI 1942;RENCA;SANTIAGO;FDURAN@ACMA.CL;FABRICA DE MALLAS DE ACERO Y FIERRO PREPARADO PARA LA CONSTRUCCION;1;FABRICA DE MALLAS DE ACERO Y FIERRO PREPARADO PARA LA CONSTRUCCION;METROPOLITANA;2;1;FABRICA DE MALLAS DE ACERO Y FIERRO PREPARADO PARA LA CONSTRUCCION;5;
76350871-4;AISLANTES NACIONALES S.A.;2225403000;SENADOR JAIME GUZMAN ERRAZURIZ 220;QUILICURA;SANTIAGO;AISLANTES@ANACSA.CL;FABRICACION Y COMERCIALIZACION DE MATERIALES AISLANTES EN GENERAL;1;FABRICACION Y COMERCIALIZACION DE MATERIALES AISLANTES EN GENERAL;METROPOLITANA;2;1;FABRICACION Y COMERCIALIZACION DE MATERIALES AISLANTES EN GENERAL;5;
96788050-7;AISLAPANEL S.A.;412751042;CALLE D SITIO 1 MANZANA C, PARQUE INDUSTRIAL ESCUADRON II ETAPA;CORONEL;CORONEL;CSTUARDO@AISLAPANEL.CL;FABRICACION DE PRODUCTOS PLASTICOS DE POLIESTIRENO Y PANELES;1;FABRICACION DE PRODUCTOS PLASTICOS DE POLIESTIRENO Y PANELES;METROPOLITANA;2;1;FABRICACION DE PRODUCTOS PLASTICOS DE POLIESTIRENO Y PANELES;5;
76042147-2;ARIDOS LA SOCODIMA SPA;2225408000;LA COOPERACION 6577;LO ESPEJO;SANTIAGO;PORTAL@SOCODIMA.CL;MATERIALES DE CONSTRUCCION;1;MATERIALES DE CONSTRUCCION;METROPOLITANA;2;1;MATERIALES DE CONSTRUCCION;5;
78170790-2;ARMACERO INDUSTRIAL Y COMERCIAL S.A.;2225449900;CALLE INTERIOR 700, PANAMERICANA NORTE KM. 17 1/2;LAMPA;SANTIAGO;;PRODUCCION, PREPARACION, INSTALACION, COMERCIALIZACION DE MALLAS Y ACEROS PARA LA CONSTRUCCION;1;PRODUCCION, PREPARACION, INSTALACION, COMERCIALIZACION DE MALLAS Y ACEROS PARA LA CONSTRUCCION;METROPOLITANA;2;1;PRODUCCION, PREPARACION, INSTALACION, COMERCIALIZACION DE MALLAS Y ACEROS PARA LA CONSTRUCCION;5;
92242000-9;ASFALTOS CHILENOS S.A.;2227998799;AV. PEDRO DE VALDIVIA 2319;PROVIDENCIA;SANTIAGO;INFO@ASFALCHILE.CL;FABRICA DE ASFALTOS;1;FABRICA DE ASFALTOS;METROPOLITANA;2;1;FABRICA DE ASFALTOS;5;
96512030-0;BECTON S.A.;2225311011;CAMINO A RINCONADA 4230;MAIPU;SANTIAGO;FIRARRAZ@PYT.CL;FABRICACION, EXPORTACION, IMPORTACION, COMERCIALIZACION E INSTALACION DE MATERIALES DE CONSTRUCCION;1;FABRICACION, EXPORTACION, IMPORTACION, COMERCIALIZACION E INSTALACION DE MATERIALES DE CONSTRUCCION;METROPOLITANA;2;1;FABRICACION, EXPORTACION, IMPORTACION, COMERCIALIZACION E INSTALACION DE MATERIALES DE CONSTRUCCION;5;
91337000-7;CEMENTO POLPAICO S.A.;2223376458;AV. EL BOSQUE NORTE 0177 PISO 5;LAS CONDES;SANTIAGO;COMGRUPO@POLPAICO.CL;FABRICACION DE CEMENTO Y PRODUCTOS CALIZOS;1;FABRICACION DE CEMENTO Y PRODUCTOS CALIZOS;METROPOLITANA;2;1;FABRICACION DE CEMENTO Y PRODUCTOS CALIZOS;5;
96726970-0;CHILEMAT SPA;2224998600;SANTA JOSEFINA 11681, PARQUE INDUSTRIAL ESTRELLA DEL SUR;SAN BERNARDO;SANTIAGO;GERENCIA@CHILEMAT.CL;COMPRA Y VENTA DE ARTICULOS DE FERRETERIA;1;COMPRA Y VENTA DE ARTICULOS DE FERRETERIA;METROPOLITANA;2;1;COMPRA Y VENTA DE ARTICULOS DE FERRETERIA;5;
86033500-K;COMERCIAL GIDI HNOS. Y CIA. LTDA.;732210703;AV. PRESIDENTE IBA¥EZ 1016, ESQUINA ARTURO PRAT;LINARES;LINARES;JSEGU@COMERCIALGIDI.CL;FERRETERIA Y COMPRA VENTA DE MAQUINARIAS Y REPUESTOS AGRICOLAS;1;FERRETERIA Y COMPRA VENTA DE MAQUINARIAS Y REPUESTOS AGRICOLAS;MAULE;2;1;FERRETERIA Y COMPRA VENTA DE MAQUINARIAS Y REPUESTOS AGRICOLAS;5;
79903920-6;COMERCIAL HISPANO CHILENA LTDA.;2226200500;ISABEL LA CATOLICA 4376;LAS CONDES;SANTIAGO;SANITARIOS@CHC.CL;DISTRIBUCION DE MATERIALES PARA LA CONSTRUCCION;1;DISTRIBUCION DE MATERIALES PARA LA CONSTRUCCION;METROPOLITANA;2;1;DISTRIBUCION DE MATERIALES PARA LA CONSTRUCCION;5;
77358940-2;COMERCIAL PPE LTDA.;2224215100;AV. PRESIDENTE EDUARDO FREI MONTALVA 3525;CONCHALI;SANTIAGO;INFO@PPE.CL;COMERCIALIZACION DE MATERIALES PARA LA INDUSTRIA, MINERIA Y CONSTRUCCION;1;COMERCIALIZACION DE MATERIALES PARA LA INDUSTRIA, MINERIA Y CONSTRUCCION;METROPOLITANA;2;1;COMERCIALIZACION DE MATERIALES PARA LA INDUSTRIA, MINERIA Y CONSTRUCCION;5;
77548600-7;COMERCIAL WINTER PANEL CHILE LTDA.;322919375;AV. INDUSTRIAL 1950, EL BELLOTO NORTE;QUILPUE;QUILPUE;CONTACTOS@WINTERPANEL.CL;FABRICACION Y DISTRIBUCION DE PANELES PARA LA CONSTRUCCION, MATERIALES PARA LA CONSTRUCCION;1;FABRICACION Y DISTRIBUCION DE PANELES PARA LA CONSTRUCCION, MATERIALES PARA LA CONSTRUCCION;VALPARAISO;2;1;FABRICACION Y DISTRIBUCION DE PANELES PARA LA CONSTRUCCION, MATERIALES PARA LA CONSTRUCCION;5;
90209000-2;COMPA¥ÖA INDUSTRIAL EL VOLCAN S.A.;2224830500;AGUSTINAS 1357 PISO 10;SANTIAGO;SANTIAGO;;FABRICA DE MATERIALES PARA LA CONSTRUCCION;1;FABRICA DE MATERIALES PARA LA CONSTRUCCION;METROPOLITANA;2;1;FABRICA DE MATERIALES PARA LA CONSTRUCCION;5;
96511460-2;CONSTRUMART S.A.;2225127621;PANAMERICANA NORTE 9275;QUILICURA;SANTIAGO;;DISTRIBUIDORA DE MATERIALES PARA LA CONSTRUCCION ;1;DISTRIBUIDORA DE MATERIALES PARA LA CONSTRUCCION ;METROPOLITANA;2;1;DISTRIBUIDORA DE MATERIALES PARA LA CONSTRUCCION ;5;
81187800-6;COSMOPLAS S.A.;2225987000;RIO REFUGIO 9652, PARQUE INDUSTRIAL ENEA;PUDAHUEL;SANTIAGO;COMERCIAL@COSMOPLAS.CL;IMPORTADORA Y DISTRIBUIDORA DE EQUIPOS HIDRAULICOS, CALEFACCION, ELECTRICOS, CLIMATIZACION;1;IMPORTADORA Y DISTRIBUIDORA DE EQUIPOS HIDRAULICOS, CALEFACCION, ELECTRICOS, CLIMATIZACION;METROPOLITANA;2;1;IMPORTADORA Y DISTRIBUIDORA DE EQUIPOS HIDRAULICOS, CALEFACCION, ELECTRICOS, CLIMATIZACION;5;
77699410-3;DIMACEN;712415300;3 ORIENTE 1481;TALCA;TALCA;VENTAS@DIMACEN.CL;DISTRIBUCION DE MATERIALES PARA LA CONSTRUCCION;1;DISTRIBUCION DE MATERIALES PARA LA CONSTRUCCION;MAULE;2;1;DISTRIBUCION DE MATERIALES PARA LA CONSTRUCCION;5;
93072000-3;DIMACO S.A.C.;2227292300;SANTA ELENA 1596;SANTIAGO;SANTIAGO;VENTAS@DIMACOSAC.CL;DISTRIBUCION E IMPORTACION DE MATERIALES PARA LA CONSTRUCCION Y ENERGIA RENOVABLE;1;DISTRIBUCION E IMPORTACION DE MATERIALES PARA LA CONSTRUCCION Y ENERGIA RENOVABLE;METROPOLITANA;2;1;DISTRIBUCION E IMPORTACION DE MATERIALES PARA LA CONSTRUCCION Y ENERGIA RENOVABLE;5;
96796000-4;DIMASA S.A.;322555400;VARIANTE AGUA SANTA 4200;VALPARAISO;VALPARAISO;INFO@DIMASA.CL;ELABORADORA Y DISTRIBUIDORA DE MADERAS Y MATERIALES PARA LA CONSTRUCCION;1;ELABORADORA Y DISTRIBUIDORA DE MADERAS Y MATERIALES PARA LA CONSTRUCCION;VALPARAISO;2;1;ELABORADORA Y DISTRIBUIDORA DE MADERAS Y MATERIALES PARA LA CONSTRUCCION;5;
92264000-9;DYNAL INDUSTRIAL S.A.;2224782000;AV. 5 DE ABRIL 4534;ESTACION CENTRAL;SANTIAGO;INFO@DYNAL.CL;FABRICACION DE ASFALTOS Y MATERIALES PARA LA CONSTRUCCION INDUSTRIALES Y AUTOMOTRICES;1;FABRICACION DE ASFALTOS Y MATERIALES PARA LA CONSTRUCCION INDUSTRIALES Y AUTOMOTRICES;METROPOLITANA;2;1;FABRICACION DE ASFALTOS Y MATERIALES PARA LA CONSTRUCCION INDUSTRIALES Y AUTOMOTRICES;5;
96671750-5;EASY S.A.;2229590400;AV. PRESIDENTE KENNEDY 9001 PISO 5, ALTO LAS CONDES SHOPPING CENTER;LAS CONDES;SANTIAGO;;VENTA DE ARTICULOS PARA EL HOGAR Y LA CONSTRUCCION;1;VENTA DE ARTICULOS PARA EL HOGAR Y LA CONSTRUCCION;METROPOLITANA;2;1;VENTA DE ARTICULOS PARA EL HOGAR Y LA CONSTRUCCION;5;
96514950-3;ENVASES TERMOAISLANTES S.A.;2222733510;LOS HILANDEROS 8724, PARQUE INDUSTRIAL;LA REINA;SANTIAGO;VENTAS@ETSA.CL;FABRICACION DE POLIESTIRENO EXPANDIDO;1;FABRICACION DE POLIESTIRENO EXPANDIDO;METROPOLITANA;2;1;FABRICACION DE POLIESTIRENO EXPANDIDO;5;
79851010-K;ESTRUCTURAS ARQUETIPO LTDA.;2227835814;ESPOSICION 1354;SANTIAGO;SANTIAGO;ESTRUCTURAS@ARQUETIPO.CL;INSUMOS PARA LA CONSTRUCCION;1;INSUMOS PARA LA CONSTRUCCION;METROPOLITANA;2;1;INSUMOS PARA LA CONSTRUCCION;5;
96596450-9;FERROLUSAC S.A.;2222237100;AV. GENERAL BUSTAMANTE 728;¥U¥OA;SANTIAGO;FERROLUSAC@FERROLUSAC.CL;MATERIALES PARA LA CONSTRUCCION;1;MATERIALES PARA LA CONSTRUCCION;METROPOLITANA;2;1;MATERIALES PARA LA CONSTRUCCION;5;
96994320-4;FIBROCEMENTOS PUDAHUEL S.A.;2226242316;CAMINO A MELIPILLA 10803;MAIPU;SANTIAGO;CSEPULVEDA@FIBROCEMENTOSPUDAHUEL.CL;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA;1;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA;METROPOLITANA;2;1;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA;5;
96554050-4;FIJACIONES DE ACERO LTDA.;2227386161;CERRO EL ROBLE 9640-C;QUILICURA;SANTIAGO;XIMENA@STEELFIX.CL;DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION;1;DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION;METROPOLITANA;2;1;DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION;5;
78803490-3;HENKEL CHILE LTDA;2223817200;AV. LAGUNA SUR 7200;PUDAHUEL;SANTIAGO;SERVICIOALCONSUMIDOR@HENKEL.CL;FABRICACION, VENTA IMPORTACION, EXPORTACION DE ADHESIVOS Y PRODUCTOS QUIMICOS;1;FABRICACION, VENTA IMPORTACION, EXPORTACION DE ADHESIVOS Y PRODUCTOS QUIMICOS;METROPOLITANA;2;1;FABRICACION, VENTA IMPORTACION, EXPORTACION DE ADHESIVOS Y PRODUCTOS QUIMICOS;5;
99507430-3;HORMIGONES BICENTENARIO S.A.;2225955700;AV. EL BOSQUE NORTE 0177 PISO 10 OF. 1002;LAS CONDES;SANTIAGO;CONTACTO@CEMENTOSBSA.COM;COMERCIALIZACION E IMPORTACION DE MATERIALES DE CONSTRUCCION;1;COMERCIALIZACION E IMPORTACION DE MATERIALES DE CONSTRUCCION;METROPOLITANA;2;1;COMERCIALIZACION E IMPORTACION DE MATERIALES DE CONSTRUCCION;5;
96679440-2;INDUMAT S.A.;2227975500;AV. LAS ACACIAS 02655 BODEGA 3C;SAN BERNARDO;SANTIAGO;VENTAS@INDUMAT.CL;COMERCIALIZACION DE SUMINISTROS Y MAQUINAS INDUSTRIALES;1;COMERCIALIZACION DE SUMINISTROS Y MAQUINAS INDUSTRIALES;METROPOLITANA;2;1;COMERCIALIZACION DE SUMINISTROS Y MAQUINAS INDUSTRIALES;5;
84280800-6;INDUSTRIA METALURGICA LIMITADA;2224343333;EMPRESARIO JUAN LUIS CONTRERAS MADRID 0901;SAN BERNARDO;SANTIAGO;RECEPCION@IMEL.CL;FABRICA DE CA¥ERIAS, TUBOS Y PERFILES DE ACERO;1;FABRICA DE CA¥ERIAS, TUBOS Y PERFILES DE ACERO;METROPOLITANA;2;1;FABRICA DE CA¥ERIAS, TUBOS Y PERFILES DE ACERO;5;
84652400-2;KAEFER SOUYET S.A.;2225777300;AV. APOQUINDO 4775 OF. 503;LAS CONDES;SANTIAGO;;IMPORTACION, VENTA, DISTRIBUCION DE MATERIALES PARA AISLACION TERMICA, ASESORIAS TECNICAS;1;IMPORTACION, VENTA, DISTRIBUCION DE MATERIALES PARA AISLACION TERMICA, ASESORIAS TECNICAS;METROPOLITANA;2;1;IMPORTACION, VENTA, DISTRIBUCION DE MATERIALES PARA AISLACION TERMICA, ASESORIAS TECNICAS;5;
76044610-6;MACER LTDA.;2222051109;RAMON PUELMA 2444;¥U¥OA;SANTIAGO;MACERLTDA@MACER.CL;COMERCIALIZACION, IMPORTACION, EXPORTACION DE MATERIALES USO INDUSTRIAL, SERVICIOS Y CONSULTORIA;1;COMERCIALIZACION, IMPORTACION, EXPORTACION DE MATERIALES USO INDUSTRIAL, SERVICIOS Y CONSULTORIA;METROPOLITANA;2;1;COMERCIALIZACION, IMPORTACION, EXPORTACION DE MATERIALES USO INDUSTRIAL, SERVICIOS Y CONSULTORIA;5;
77068130-8;MADERAS ORELLANA LTDA.;332265049;CALETERA PONIENTE LA PUNTILLA, LA PALMA 800;QUILLOTA;QUILLOTA;INFO@MADERASORELLANA.CL;COMPRA Y VENTA DE MADERA Y MATERIALES PARA LA CONSTRUCCION;1;COMPRA Y VENTA DE MADERA Y MATERIALES PARA LA CONSTRUCCION;VALPARAISO;2;1;COMPRA Y VENTA DE MADERA Y MATERIALES PARA LA CONSTRUCCION;5;
77925570-0;MADERERA CONCEPCION LTDA.;412888162;AV. COLON 8543, SECTOR VILLA ACERO;TALCAHUANO;TALCAHUANO;MADCONCE@TIE.CL;ELABORACION, DISTRIBUCION DE MADERAS Y MATERIALES PARA LA CONSTRUCCION;1;ELABORACION, DISTRIBUCION DE MADERAS Y MATERIALES PARA LA CONSTRUCCION;BIO - BIO;2;1;ELABORACION, DISTRIBUCION DE MADERAS Y MATERIALES PARA LA CONSTRUCCION;5;
92207000-8;MATHIESEN S.A.C.;2226405600;AV. DEL PARQUE 4265 PISO 3, EDIFICIO HISPANO CHILENO, CIUDAD EMPRESARIAL;HUECHURABA;SANTIAGO;LGUERRA@GRUPOMATHIESEN.COM;DISTRIBUCION DE PRODUCTOS QUIMICOS Y MATERIAS PRIMAS INDUSTRIALES;1;DISTRIBUCION DE PRODUCTOS QUIMICOS Y MATERIAS PRIMAS INDUSTRIALES;METROPOLITANA;2;1;DISTRIBUCION DE PRODUCTOS QUIMICOS Y MATERIAS PRIMAS INDUSTRIALES;5;
96636590-0;MELON MORTEROS S.A.;2224909000;AV. OCHAGAVIA 11491;SAN BERNARDO;SANTIAGO;PRESEC@MELON.CL;MORTEROS Y ESTUCOS ENVASADOS;1;MORTEROS Y ESTUCOS ENVASADOS;METROPOLITANA;2;1;MORTEROS Y ESTUCOS ENVASADOS;5;
83017600-4;NIBSA S.A.;2224898000;JUAN GRIEGO 4429;SAN JOAQUIN;SANTIAGO;VENTAS@NIBSA.COM;FUNDICION, ELABORACION DE PRODUCTOS DE BRONCE Y SERVICIOS;1;FUNDICION, ELABORACION DE PRODUCTOS DE BRONCE Y SERVICIOS;METROPOLITANA;2;1;FUNDICION, ELABORACION DE PRODUCTOS DE BRONCE Y SERVICIOS;5;
84107900-0;PATRICIO BAR Y CIA. LTDA.;2225550992;FRANKLIN 338;SANTIAGO;SANTIAGO;PATRICIOBAR@GMAIL.COM;IMPORTACIONES Y REPRESENTACIONES;1;IMPORTACIONES Y REPRESENTACIONES;METROPOLITANA;2;1;IMPORTACIONES Y REPRESENTACIONES;5;
76182753-7;PINTURAS TRICOLOR S.A.;2225203500;AV. CLAUDIO ARRAU 9440;PUDAHUEL;SANTIAGO;VENTAS@REVOR.CL;PINTURAS Y REVESTIMIENTOS;1;PINTURAS Y REVESTIMIENTOS;METROPOLITANA;2;1;PINTURAS Y REVESTIMIENTOS;5;
96927190-7;PREFABRICADOS DE HORMIGON GRAU S.A.;6003727272;AV. LAS ACACIAS 02359;SAN BERNARDO;SANTIAGO;PROYECTOSESPECIALES@GRAU.CL;FABRICACION, DISTRIBUCION DE PREFABRICADOS DE HORMIGON;1;FABRICACION, DISTRIBUCION DE PREFABRICADOS DE HORMIGON;METROPOLITANA;2;1;FABRICACION, DISTRIBUCION DE PREFABRICADOS DE HORMIGON;5;
89551800-K;QUIMICA LATINOAMERICANA S.A.;2222335588;MAGDALENA 265;LAS CONDES;SANTIAGO;SCOITINO@QLSA.CL;INDUSTRIA QUIMICA;1;INDUSTRIA QUIMICA;METROPOLITANA;2;1;INDUSTRIA QUIMICA;5;
90970000-0;SALOMON SACK S.A.;2224415700;AV. ANDRES BELLO 2777 OF 402;LAS CONDES;SANTIAGO;;BARRACA DE FIERRO Y DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION;1;BARRACA DE FIERRO Y DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION;METROPOLITANA;2;1;BARRACA DE FIERRO Y DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION;5;
91947000-3;SIKA S.A. CHILE;2225106510;AV. PRESIDENTE SALVADOR ALLENDE 85;SAN JOAQUIN;SANTIAGO;ROMAN.SANDRA@CL.SIKA.COM;PRODUCTOS QUIMICOS PARA LA CONSTRUCCION E INDUSTRIA;1;PRODUCTOS QUIMICOS PARA LA CONSTRUCCION E INDUSTRIA;METROPOLITANA;2;1;PRODUCTOS QUIMICOS PARA LA CONSTRUCCION E INDUSTRIA;5;
78413140-8;SOCIEDAD HUMBERTO MOYA E HIJOS LTDA.;2225254135;AV. SANTA ROSA 7948;LA GRANJA;SANTIAGO;GMOYAE@HOTMAIL.COM;BARRACA DE FIERRO;1;BARRACA DE FIERRO;METROPOLITANA;2;1;BARRACA DE FIERRO;5;
96573780-4;SOCIEDAD INDUTRIAL PIZARRE¥O S.A.;2223912200;CAMINO A MELIPILLA 10803;MAIPU;SANTIAGO;GENERAL@PIZARRENO.CL;FABRICACION Y COMERCIALIZACION DE PRODUCTOS  DESTINADOS A LA CONSTRUCCION;1;FABRICACION Y COMERCIALIZACION DE PRODUCTOS  DESTINADOS A LA CONSTRUCCION;METROPOLITANA;2;1;FABRICACION Y COMERCIALIZACION DE PRODUCTOS  DESTINADOS A LA CONSTRUCCION;5;
86113000-2;SOCIEDAD INDUSTRIAL ROMERAL S.A.;2225106100;AV. SANTA ROSA 01998;PUENTE ALTO;SANTIAGO;PLOBOS@ROMERAL.CL;PEQUE¥A MINERIA Y OTROS;1;PEQUE¥A MINERIA Y OTROS;METROPOLITANA;2;1;PEQUE¥A MINERIA Y OTROS;5;
92407000-5;SOCIEDAD MINERA ARRIP. S.A.;2225571096;AV. SALVADOR ALLENDE 5198;CERRILLOS;SANTIAGO;ARRIPSA@ARRIP.CL;EXPLOTACION DE AGREGADOS PETREOS O ARIDOS;1;EXPLOTACION DE AGREGADOS PETREOS O ARIDOS;METROPOLITANA;2;1;EXPLOTACION DE AGREGADOS PETREOS O ARIDOS;5;
89258700-0;SOCIEDAD PERNOS BRASIL LTDA.;452212262;MANUEL MONTT 1151 LOCALES 1 Y 2;TEMUCO;TEMUCO;VENTAS@PERNOSBRASIL.CL;COMERCIALIZACION DE MATERIALES DE CONSTRUCCION, FERRETRIA Y FABRICACION DE PERNOS Y NIPLES;1;COMERCIALIZACION DE MATERIALES DE CONSTRUCCION, FERRETRIA Y FABRICACION DE PERNOS Y NIPLES;ARAUCANIA;2;1;COMERCIALIZACION DE MATERIALES DE CONSTRUCCION, FERRETRIA Y FABRICACION DE PERNOS Y NIPLES;5;
96792430-K;SODIMAC S.A.;2227381000;AV. PRESIDENTE EDUARDO FREI MONTALVA 3092;RENCA;SANTIAGO;SODIMAC@SODIMAC.CL;VENTAS AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y RELACIONADOS;1;VENTAS AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y RELACIONADOS;METROPOLITANA;2;1;VENTAS AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y RELACIONADOS;5;
77396020-8;SYNTHEON CHILE LTDA;2228963080;MANUEL ANTONIO MATTA 1764;QUILICURA;SANTIAGO;;FABRICACION PRODUCCION QUIMICOS / VENTAS MATERIALES DE CONSTRUCCION / ASESORIAS GESTION INGENIERIA ;1;FABRICACION PRODUCCION QUIMICOS / VENTAS MATERIALES DE CONSTRUCCION / ASESORIAS GESTION INGENIERIA ;METROPOLITANA;2;1;FABRICACION PRODUCCION QUIMICOS / VENTAS MATERIALES DE CONSTRUCCION / ASESORIAS GESTION INGENIERIA ;5;
96944190-K;TECNOMIX S.A.;2229406500;SUAREZ MUJICA 2189;¥U¥OA;SANTIAGO;TECNOMIX@TECNOMIX.CL;COMPRA Y VENTA DE MATERIALES PARA LA CONSTRUCCION Y TRANSPORTE DE HORMIGON;1;COMPRA Y VENTA DE MATERIALES PARA LA CONSTRUCCION Y TRANSPORTE DE HORMIGON;METROPOLITANA;2;1;COMPRA Y VENTA DE MATERIALES PARA LA CONSTRUCCION Y TRANSPORTE DE HORMIGON;5;
77830430-9;PAREX CHILE LTDA.;2223289900;PUERTO MONTT 3235;RENCA;SANTIAGO;SOLUCIONES@PAREXCHILE.CL;FABRICACION DE MORTEROS Y ADHESIVOS ;1;FABRICACION DE MORTEROS Y ADHESIVOS ;METROPOLITANA;2;1;FABRICACION DE MORTEROS Y ADHESIVOS ;5;
76721910-5;CINTAC S.A.I.C.;2224849200;CAMINO A MELIPILLA 8920;MAIPU;SANTIAGO;ADELGADILLO@CINTAC.CL;INDUSTRIA METALURGICA;1;INDUSTRIA METALURGICA;METROPOLITANA;2;1;INDUSTRIA METALURGICA;5;
96500950-7;SITRANS LTDA.;2225402100;AV. JORGE ALESSANDRI RODRIGUEZ 10700, BARRIO INDUSTRIAL LO CHENA;SAN BERNARDO;SANTIAGO;CONTACTO@SITRANS.CL;SERVICIOS RELACIONADOS CON TRANSPORTE DE CARGAS, TERMINAL DE CONTENEDORES;1;SERVICIOS RELACIONADOS CON TRANSPORTE DE CARGAS, TERMINAL DE CONTENEDORES;METROPOLITANA;2;1;SERVICIOS RELACIONADOS CON TRANSPORTE DE CARGAS, TERMINAL DE CONTENEDORES;5;
88397100-0;TRANSPORTES BELLO E HIJOS;2227386285;SAN IGNACIO 141, LOTEO INDUSTRIAL PORTEZUELO;QUILICURA;SANTIAGO;;TRANSPORTE DE CARGA POR CARRETERA;1;TRANSPORTE DE CARGA POR CARRETERA;METROPOLITANA;2;1;TRANSPORTE DE CARGA POR CARRETERA;5;
